Id,Name,Host Id,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Room Type,Price,Minimum Nights,Number of Reviews,Last Review,Reviews Per Month,Calculated Host Listings Count,Availability 365
28321,LARGE 1  BR IN A 3 BR BROOKLYN APT. NEXT TO Q TRN.,65091,Kay,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053,Private room,75,2,9,10/5/2018,0.08,1,324
28396,MODERN APT WITH SPECTACULAR VIEWS,6197784,Jo,Brooklyn,Williamsburg,40.71923,-73.96468,Private room,90,1,9,9/18/2011,0.08,1,245
28907,GARDEN STUDIO IN THE UPPER EAST SID,124352,Lisa,Manhattan,Upper East Side,40.778,-73.94822,Entire home/apt,150,5,21,8/15/2017,0.19,1,189
29012,SECLUDED MASTER BEDROOM IN BEAUTIFUL HUGE APT,124797,Fernando And Lenin,Manhattan,Washington Heights,40.85879,-73.93128,Private room,85,15,36,8/17/2017,0.33,1,307
29013,B & B ROOM 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,63,5/14/2019,0.58,2,310
29455,ACCOMMODATIONS GALORE #1,126607,Laurine,Manhattan,Harlem,40.81618,-73.94894,Entire home/apt,120,3,155,6/20/2019,1.42,3,213
29628,SUNNY ROOM IN NEW CONDO,127608,Chris,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,260,7/3/2019,2.35,1,278
29683,STYLISH & SLEEK APARTMENT NEAR SOHO!,125857,Uli,Manhattan,East Village,40.72392,-73.99143,Entire home/apt,185,5,73,6/25/2019,0.66,1,209
30031,NYC ARTISTSÂ€™ LOFT WITH ROOF DECK,129352,Sol,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,50,3,193,5/20/2019,1.86,1,0
30927,UNIQUE & CHARMING SMALL 1BR APT. LES,120335,Cs,Manhattan,Lower East Side,40.71341,-73.98856,Entire home/apt,105,3,32,6/14/2019,0.29,1,16
31130,MOST CENTRAL LOCATION!,117287,Lara,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,130,2,50,5/26/2019,0.45,3,234
31555,LUMINOUS BEAUTIFUL WEST VILLAGE STUDIO,135619,Tom,Manhattan,West Village,40.73442,-74.00303,Entire home/apt,115,29,26,7/1/2019,0.25,1,12
31902,SANCTUARY IN EAST FLATBUSH,137292,Sunder,Brooklyn,Flatlands,40.63188,-73.93248,Private room,77,2,2,1/1/2019,0.02,1,178
31994,ROOM WITH EN SUITE BATHROOM & DECK,137814,Waldemar,Brooklyn,Clinton Hill,40.6873,-73.9634,Private room,76,2,426,6/24/2019,3.89,3,275
32023,FLAT MACDONOUGH,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,Entire home/apt,125,3,227,6/23/2019,2.09,2,163
32037,HUGE PRIVATE  FLOOR AT THE WAVERLY,116599,Sahr,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,7/1/2019,0.77,3,365
32100,"MODERN GREENPOINT, BROOKLYN APT",138579,Ali+Scott,Brooklyn,Greenpoint,40.73409,-73.95348,Entire home/apt,250,29,3,7/30/2017,0.03,1,34
32289,"SUN-DRENCHED, ARTSY MODERNIST 1 BDRM DUPLEX",139612,Elisabeth,Brooklyn,Williamsburg,40.71561,-73.94835,Entire home/apt,199,3,10,6/11/2018,0.1,1,280
32331,"SUNNY, COBBLE HILL APARTMENT",139874,Sarah,Brooklyn,Cobble Hill,40.6857,-73.99183,Entire home/apt,140,2,4,4/24/2016,0.04,1,0
32363,FULLY FURNISHED BASEMENT APARTMENT,140025,Fredah,Queens,Flushing,40.74028,-73.83168,Private room,140,2,1,9/19/2011,0.01,1,1
32965,FLAT MACDONOUGH GARDEN,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,3,124,6/20/2019,1.72,2,170
32969,LIGHT FILLED WILLIAMSBURG APARTMENT,142833,Katherine,Brooklyn,Williamsburg,40.71596,-73.93938,Entire home/apt,160,3,11,7/2/2019,0.11,1,188
33009,RETREAT IN WILLIAMSBURG,143027,Ming,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,195,4,240,6/17/2019,2.19,1,214
33014,NYC ZEN,143048,Paula,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,3,30,6/17/2019,0.28,1,248
33223,COZY BR IN WILIAMSBURG 3 BEDROOM,72014,LulÃº,Brooklyn,Williamsburg,40.71165,-73.96087,Private room,80,3,200,6/22/2019,1.86,4,262
34760,SUNNY ROOM IN OLD HISTORICAL BROOKLYN TOWNHOUSE,149929,Obed,Brooklyn,Fort Greene,40.69101,-73.97312,Private room,44,8,27,6/29/2019,1.05,5,280
35526,SUN FILLED CLASSIC WEST VILLAGE APT,120291,Karen,Manhattan,West Village,40.73474,-74.00101,Private room,156,4,79,6/22/2019,0.74,1,307
36121,LG RM IN HISTORIC PROSPECT HEIGHTS,62165,Michael,Brooklyn,Prospect Heights,40.67386,-73.96641,Private room,85,15,9,5/10/2013,0.09,1,339
36133,CLASSIC ARTIST LOFT WILLIAMSBURG,142684,White,Brooklyn,Williamsburg,40.71536,-73.96057,Private room,125,3,155,6/13/2019,1.61,1,1
36442,GREAT LOCATION. SPACIOUS ON PROSPECT PARK,137432,Paz,Brooklyn,Prospect Heights,40.6741,-73.96595,Entire home/apt,115,15,4,8/27/2018,0.05,1,269
36647,PRIVATE BDRM/BATHRM. NEW! ELEVATOR!,157798,Irene,Manhattan,East Harlem,40.79295,-73.93997,Private room,69,2,34,5/29/2017,0.32,1,10
36703,"SUNNY, CLEAN 1 BDRM IN W. VILLAGE",158284,Karene,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,225,45,134,3/31/2019,1.24,1,312
36934,GREAT LOCATION IN WILLIAMSBURG,159370,Viviana,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,12/27/2018,0.25,1,189
38638,LIGHT AND AIRY UPPER EAST SIDE 1 BDR APARTMENT,92788,Sara,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,126,6/26/2019,1.16,2,290
38663,LUXURY BROWNSTONE IN BOERUM HILL,165789,Sarah,Brooklyn,Boerum Hill,40.68559,-73.98094,Entire home/apt,475,3,23,12/31/2018,0.27,1,230
39267,CENTRAL PARK LOFT ALL FOR YOU,168417,Marie,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,234,6/8/2019,2.6,2,164
39282,INDIE-CHIC SHARE IN WILLIAMSBURG,168525,Gus,Brooklyn,Williamsburg,40.71088,-73.95055,Private room,69,4,202,5/28/2019,1.86,2,53
39593,"A ROOM W/ A MANHATTAN VIEW, LONGER STAY",110506,Myung,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,4/12/2019,0.26,1,126
39704,"PRIVATE, LARGE & SUNNY 1BR W/W&D",170510,RenÃ©e,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,2,309,6/22/2019,2.86,2,3
40039,LUXURIOUS CONDO IN DUBMO WITH VIEW,171851,Henry,Brooklyn,DUMBO,40.70207,-73.98571,Private room,250,3,14,4/25/2011,0.13,1,189
40453,CHARMING & COZY MIDTOWN LOFT ANY WEEK ENDS  !!!,174025,Sylvia,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,9/23/2016,0.08,1,365
41348, SPACIOUS GARDEN PARK SLOPE DUPLEX 6 PEOPLE MAX,180083,Syl,Brooklyn,Gowanus,40.66858,-73.99083,Entire home/apt,250,2,80,7/6/2019,2.17,1,0
41513,CONVENIENT COZY CHEAP APT MANHATTAN,181167,Lorenzo,Manhattan,Harlem,40.82704,-73.94907,Entire home/apt,80,3,2,11/2/2015,0.04,1,0
42580,PARLOR ROOM IN VICTORIAN TOWNHOUSE,137814,Waldemar,Brooklyn,Clinton Hill,40.68843,-73.96408,Private room,70,2,294,6/24/2019,3.47,3,336
42729,HOUSE ON HENRY (2ND FLR SUITE),11481,Annette,Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,2,150,6/18/2019,1.4,3,342
42882,NEW YORK ROOM WITH A VIEW,185978,Newyorkroomwithaview,Staten Island,St. George,40.64524,-74.08088,Private room,70,2,166,6/13/2019,1.66,1,312
43957,SUNNY COZY ROOM IN BRKLYN TOWNHOUSE,177536,Tessa,Brooklyn,Bushwick,40.70641,-73.91765,Private room,50,2,47,6/19/2019,0.94,1,37
44096,ROOM WITH A VIEW,190409,Waundell,Bronx,Highbridge,40.83232,-73.93184,Private room,40,1,219,7/4/2019,2.04,3,353
44161,LIGHT+OPEN+AIRY+RUSTIC+MODERN LOFT,193360,Young,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,150,2,193,7/6/2016,1.78,1,177
44212,WEST INN 2 - EAST VILLAGE,72062,Bruce,Manhattan,East Village,40.72518,-73.98034,Private room,125,1,84,6/23/2019,0.78,4,310
44221,FINANCIAL DISTRICT LUXURY LOFT,193722,Coral,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,114,6/20/2019,1.06,1,0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69098,-73.97113,Private room,110,2,213,6/24/2019,2,2,321
44288,YOUR OWN LOVELY WEST VILLAGE STUDIO,193637,Sara,Manhattan,West Village,40.73756,-74.00405,Entire home/apt,170,3,86,6/1/2019,0.8,1,246
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,Manhattan,Harlem,40.81526,-73.94791,Entire home/apt,165,3,80,5/26/2019,0.75,3,231
45393,GREENWICH VILLAGE STYLISH APARTMENT,201297,Myrna,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,4/20/2016,0.36,1,225
45542,CLEAN AND COZY HARLEM APARTMENT,202249,Campbell,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,12/17/2018,1.79,1,0
45556,"FORT GREENE, BROOKLYN: CENTER BEDROOM",67778,Doug,Brooklyn,Fort Greene,40.68863,-73.97691,Private room,65,2,206,6/30/2019,1.92,2,0
45910,BEAUTIFUL QUEENS BROWNSTONE! - 5BR,204539,Mark,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,350,8,10,5/12/2019,0.11,5,365
45936,COULDN'T BE CLOSER TO COLUMBIA UNI,867225,Rahul,Manhattan,Morningside Heights,40.80549,-73.95924,Private room,99,4,122,5/14/2019,1.18,2,233
45940,BRIGHT SPACIOUS LUXURY CONDO,204724,Miyoung,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,200,4,33,4/8/2019,0.58,1,1
46544,PARK SLOPE HAVEN 15 MINS FROM SOHO,8198,Monica,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,150,5,52,6/5/2019,0.5,1,18
46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,90,3,126,5/19/2019,1.17,4,343
46911,LARGE ROOM IN PRIVATE BROWNSTONE IN PARK SLOPE,210746,Kathleen R.,Brooklyn,Prospect Heights,40.67868,-73.97307,Private room,120,3,51,6/24/2019,0.48,3,250
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,Manhattan,Upper East Side,40.76834,-73.95334,Private room,75,3,199,6/24/2019,1.85,1,326
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,9/3/2012,0.29,1,364
47370,CHELSEA STUDIO SUBLET 1 - 2 MONTHS,214287,Alex,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,7/17/2015,0.03,1,0
47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Claudia,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,275,1,41,6/26/2019,0.38,1,299
48719,DESIGNER 1 BR DUPLEX W/ TERRACE- SPECTACULAR VIEWS,221873,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,6/15/2019,1.04,1,207
50447,LOVELY APT & GARDEN;  LEGAL;  BEST AREA; AMENITIES,9744,Laurie,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,135,5,151,6/22/2019,1.43,3,162
51438,1 BEDROOM IN 2 BDRM APT- UPPER EAST,236421,Jessica,Manhattan,Upper East Side,40.77333,-73.95199,Private room,130,14,0,0,0,2,0
51485,LOWER EAST SIDE $57~/NIGHT,236655,Erina,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,6/22/2019,2.69,1,7
51572,PRIME LOCATION IN MANHATTAN,237329,Lee,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,6/18/2019,3.52,1,328
51850,( F) EXCELLENT/PVT RM,27848,Jullett,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,5/20/2019,0.49,2,365
53137,"QUIET, SUNNY MIDTOWN MANHATTAN APT.",240360,Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,7/1/2019,1.01,1,0
53196,BIG ROOM/WASHER-DRYER/WIFI/AC/JMZ,247432,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,11/13/2017,0.48,1,0
53469,COZY STUDIO WITH PARKING SPOT,204539,Mark,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,98,30,33,5/9/2015,0.31,5,240
53470,CLEAN AND CONVENIENT 2BR APARTMENT,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,10/8/2015,0.06,5,365
53477,3 FLOORS OF LUXURY!,204539,Mark,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,265,7,38,4/27/2019,0.38,5,365
54158,THE INSTITUTEÂ€”HEART OF WILLIAMSBURG,10889,Bob,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,358,6/20/2019,3.44,2,164
54453,MIDTOWN WEST - LARGE ALCOVE STUDIO,255583,Anka,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,1/7/2014,0.09,1,363
54466,BEAUTIFUL UPTOWN MANHATTAN APARTMNT,253385,Douglas,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,0,0,1,365
54508,SML RM IN PR BRST  PARK SL GREAT FOR MED/STUDENTS,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,6/6/2019,2.12,3,250
54544,CITY ROOM - PRIVATE PENTHOUSE APT.,256161,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,104,6/22/2019,1,5,247
54626,COZY BEDROOM BY YANKEE STADIUM,190409,Waundell,Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,6/30/2019,1.45,3,323
54860,GREAT APARTMENT WITH PRIVATE BATHROOM AND ENTRANCE,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,6/23/2019,1.92,1,192
55467,PRIVATE GARDEN APT Â€¢ NEW RENOVATION,260709,Paul,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,140,2,253,7/2/2019,3.04,1,125
55498,MODERN COMFORT IN ART INFUSED LANDMARK BROWNSTONE,262138,Tami,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,71,2,23,7/1/2019,0.22,1,91
55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Jason,Manhattan,NoHo,40.72773,-73.99134,Private room,130,2,115,12/5/2018,1.17,1,75
55737,SLEEK & COMFORTABLE SOHO APT,263414,Pete,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,199,5,129,5/19/2019,1.22,1,286
55959,SPACIOUS WILLIAMSBURG SHARE W/ LOFT BED,168525,Gus,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,69,4,82,6/10/2019,1.13,2,60
55982,COZY 2 BR IN SUNNY FORT GREENE APT,264928,Sally,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,68,3,37,12/31/2018,0.35,1,0
56467,COZY EAST VILLAGE RAILROAD 1 BED!,267593,Leonardo,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,204,7/1/2019,2.04,1,192
56525,1 BEDROOM LOFT W/ PRIVATE ROOF DECK,268014,Alex,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,195,2,69,6/13/2019,0.65,1,58
56859,CITY ROOM - PRIVATE & COMFY BEDROOM,256161,Wayne,Manhattan,Harlem,40.81219,-73.94499,Private room,64,1,192,6/3/2019,1.84,5,245
57166,ELEGANT NYC PAD,272006,Vasili,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,140,2,17,6/17/2019,0.16,1,292
57297,"CLEAN & BRIGHT 1BR IN COBBLE HILL, GREAT LOCATION!",199392,S.M.,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,2,222,6/24/2019,2.12,1,279
57468,"MODERN, LARGE EAST VILLAGE LOFT",239208,Ori,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,6/23/2019,1.96,1,0
57618,"GREAT NEW APT, CLOSE TO EVERYTHING",274557,Ana,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94,6/9/2019,0.96,1,3
57740,QUIET & CLEAN RETREAT IN THE CITY,275459,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,5/24/2019,0.07,1,351
57754,STYLISH LARGE GRAMERCY LOFT!,275578,R,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,305,2,108,6/30/2019,1.09,1,201
57874,THE BROWNSTONE-LUXURY 1 BD APT/NYC,276291,Simon,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,6/26/2019,2.1,2,232
58059,PRIVATE ROOM ON HISTORIC SUGAR HILL,277379,Agnes,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,7/3/2019,4.58,2,258
58062,SOUTH SLOPE GREEN,277394,Linda,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,5/17/2019,0.26,1,272
58467,"17 FLR. MANHATTAN VIEWS, NR. SUBWAY",279797,Dave,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,5/8/2019,0.3,1,341
59014,"SPACIOUS 1BR, ADORABLE CLEAN QUIET",282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,1/2/2019,0.39,1,244
59121,"NICE, CLEAN, SAFE, CONVENIENT 3BR",204539,Mark,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,9/17/2012,0.01,5,365
59642,FRANKLIN ST FLAT IN TRENDY GREENPOINT BROOKLYN,274782,Betty,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,5/19/2019,0.67,1,12
59709,"ARTISTIC, COZY, AND SPACIOUS W/ PATIO! SLEEPS 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,7/1/2019,0.18,2,265
59855,ONE BEDROOM APT. IN NYC,288031,Leslie,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,1/5/2016,0.78,1,0
60164,"BEAUTIFUL, ELEGANT 3 BED SOHO LOFT",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,6/23/2019,0.99,1,329
60457,SPACIOUS GREENWICH VILLAGE APT,99212,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,5/11/2019,0.1,1,91
60611,SPAHA STUDIO MONTHLY RENTAL,292204,Blanca,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,9/29/2018,1.83,2,365
60666,CITY ROOM - PRIVATE LUXURY SUITE,256161,Wayne,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,6/11/2019,1.82,5,253
60673,PRIVATE ROOM/BATH LUXURIOUS HARLEM,249372,Cynthia,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,10/7/2018,0.11,1,365
60680,THE GEM OF THE EAST VILLAGE,292630,Mich,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,6/20/2019,1.22,1,320
60794,"BRIGHT AND SPACIOUS, GARDEN BELOW!",293394,Rachel,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,8/25/2017,0.04,1,0
60948,ACCOMMODATIONS GALORE #2,126607,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,6/20/2019,1.3,3,192
61167,COLORFUL PRIVATE ONE BEDROOM APT,295760,Greta,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,12/12/2015,0.2,1,0
61224,HUGE CHELSEA LOFT,291112,Frank,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,7/27/2017,0.34,1,348
61406,GREAT ROOM IN GREAT LOCATION,297176,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,6/1/2019,2.21,2,0
61492,EXCLUSIVE ROOM WITH PRIVATE BATH IN  LES,297769,Tunji,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,6/23/2019,1.8,2,353
61509,"QUIET, CLEAN MIDTOWN APT W. ELEVATO",23619,Anna/Fonzy,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,4/30/2019,0.9,1,140
62095,BK SWEET SUITE W/KITCHEN&FULLBATH,281764,Colette&Sean,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,6/14/2019,2.3,1,2
62427,GREAT EAST VILLAGE APARTMENT RENTAL,303882,Brie,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,5/26/2019,0.58,1,56
62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,6/22/2019,2.13,1,68
